name,tuition,grades,address,religion,state,scraped_at
First Trinity Academy,8109.0,K-8,"1012 E Line Street, Leesburg, FL 34748
Leesburg, FL 34748
(352) 255-7255",,Florida,2025-02-13T17:25:18.195294
Live Oak Montessori School,8143.0,NS-PK,"800 W Lake Mary Blvd
Sanford, FL 32773
(321) 926-3557",Christian,Florida,2025-02-13T17:25:18.195294
Faith Outreach Academy,8200.0,PK-12,"7607 Sheldon Road
Tampa, FL 33615
(813) 887-5546",Christian,Florida,2025-02-13T17:25:18.195294
Prew Academy,8200.0,6-12,"5020 Fielding Ln
Sarasota, FL 34233
(941) 921-7739",,Florida,2025-02-13T17:25:18.195294
Tampa Bay Christian Academy,8200.0,PK-12,"6815 North Rome Ave
Tampa, FL 33604
(813) 343-0600",Christian,Florida,2025-02-13T17:25:18.195294
Tri-l Christian Academy,8200.0,K-8,"1039 W Fairbanks Ave
Orlando, FL 32804
(407) 644-2567",Christian,Florida,2025-02-13T17:25:18.196295
St Cecelia Interparochial Catholic School,8240.0,PK-8,"1350 Court St
Clearwater, FL 33756
(727) 461-1207",Catholic,Florida,2025-02-13T17:25:18.196295
Immanuel Lutheran School,8250.0,PK-8,"2913 John Moore Rd
Brandon, FL 33511
(813) 685-1978",Lutheran Church Missouri Synod,Florida,2025-02-13T17:25:18.196295
Pneuma Christian Academy,8292.0,PK-9,"7205 SW 125th AVE
Miami, FL 33183
(305) 274-7174",Christian,Florida,2025-02-13T17:25:18.196295
St. Catherine Catholic School,8300.0,NS-8,"2835 Kenilworth Blvd.
Sebring, FL 33870
(863) 385-7300",Catholic,Florida,2025-02-13T17:25:18.196796
Assumption Catholic School,8322.0,K-8,"2431 Atlantic Blvd
Jacksonville, FL 32207
(904) 398-1774",Catholic,Florida,2025-02-13T17:25:18.196796
Ascension Lutheran School,8400.0,PK-8,"800 McIntosh Road
Sarasota, FL 34232
(941) 371-5909",Wisconsin Evangelical Lutheran Synod,Florida,2025-02-13T17:25:18.196796
Children's House Montessori School,8400.0,PK-6,"509 E Pennsylvania Avenue
Deland, FL 32724
(386) 736-3632",,Florida,2025-02-13T17:25:18.196796
Eagle Aerospace Military Academy,8400.0,4-12,"Located in Orlando Area
Longwood, FL 32750
(407) 545-1423",Christian,Florida,2025-02-13T17:25:18.197319
Gateway Academy,8460.0,PK-8,"122 Poinciana Blvd
Miramar Beach, FL 32550
(850) 654-9095",Christian,Florida,2025-02-13T17:25:18.197319
St. Theresa School,8460.0,PK-8,"2701 Indian Mound Trl
Miami, FL 33134
(305) 446-1738",Catholic,Florida,2025-02-13T17:25:18.197319
Atlantis Academy Palm Beaches,8500.0,K-12,"1950 Prairie Rd
West Palm Beach, FL 33406
(561) 642-3100",,Florida,2025-02-13T17:25:18.197319
Broach School Of Jacksonville,8500.0,K-12,"11915 Beach Blvd
Jacksonville, FL 32246
(904) 637-0300",,Florida,2025-02-13T17:25:18.197319
Charlotte Preparatory School,8500.0,PK-8,"365 Orlando Blvd
Port Charlotte, FL 33954
(941) 764-7673",,Florida,2025-02-13T17:25:18.197319
Christian Christian Academy,8500.0,NS-12,"41219 Highway 27
Davenport, FL 33837
(863) 420-2885",Assembly of God,Florida,2025-02-13T17:25:18.197319
Christian Home Academy,8500.0,K-12,"1241 Blanding Blvd
Orange Park, FL 32065
(904) 276-3339",Christian,Florida,2025-02-13T17:25:18.197319
Lighthouse Private Christian Academy,8500.0,K-12,"1530 New Hope Road
Gulf Breeze, FL 32563
(850) 733-1017",Christian,Florida,2025-02-13T17:25:18.198324
Montessori School Of East Orlando,8500.0,PK-6,"2526 Percival Rd
Orlando, FL 32826
(407) 447-5860",,Florida,2025-02-13T17:25:18.198324
St. Francis Catholic Academy,8500.0,9-12,"4100 Nw 115th Ter
Gainesville, FL 32606
(352) 376-6545",Catholic,Florida,2025-02-13T17:25:18.198324
St. Martha Catholic School,8500.0,PK-8,"4380 Fruitville Road
Sarasota, FL 34232
(941) 953-4181",Catholic,Florida,2025-02-13T17:25:18.198324
St. Raphael Catholic School,8500.0,PK-8,"1376 Snell Isle Blvd Ne
Saint Petersburg, FL 33704
(727) 821-9663",Catholic,Florida,2025-02-13T17:25:18.198324
Seacoast Christian Academy,8500.0,NS-12,"8057 Arlington Expressway
Jacksonville, FL 32225
(904) 722-1738",Christian,Florida,2025-02-13T17:25:18.198324
Sun Grove Montessori School,8500.0,PK-8,"5610 Oleander Avenue
Fort Pierce, FL 34982
(772) 464-5436",,Florida,2025-02-13T17:25:18.198324
Tallavana Christian School,8500.0,PK-12,"5840 Havana Hwy
Havana, FL 32333
(850) 539-5300",Christian,Florida,2025-02-13T17:25:18.198324
St. Joseph Academy,8570.0,9-12,"155 State Road 207
Saint Augustine, FL 32084
(904) 824-0431",Catholic,Florida,2025-02-13T17:25:18.199373
Berean Christian School,8600.0,PK-12,"8350 Okeechobee Blvd
West Palm Beach, FL 33411
(561) 798-9300",Baptist,Florida,2025-02-13T17:25:18.199373
Saint Anthony Catholic School,8610.0,PK-8,"12155 Joe Herrmann Drive
San Antonio, FL 33576
(352) 588-3041",Catholic,Florida,2025-02-13T17:25:18.199373
New Direction Academy,8620.0,K-12,"711 E Main Street
Haines City, FL 33844
(863) 438-7493",,Florida,2025-02-13T17:25:18.199373
Wellington Collegiate Academy,8625.0,K-8,"12794 W. Forest Hill Blvd
Wellington, FL 33414
(561) 784-1776",,Florida,2025-02-13T17:25:18.199875
Pine Island Montessori,8675.0,NS-5,"5499 SW 82nd Ave
Fort Lauderdale, FL 33328
(954) 434-6337",,Florida,2025-02-13T17:25:18.199875
Northdale Christian Academy,8700.0,PK-8,"15709 Mapledale Dr
Tampa, FL 33624
(813) 961-9195",Wisconsin Evangelical Lutheran Synod,Florida,2025-02-13T17:25:18.199875
San Juan Del Rio Catholic School,8700.0,PK-8,"1714 State Road 13
Saint Johns, FL 32259
(904) 287-8081",Catholic,Florida,2025-02-13T17:25:18.199875
Guardian Angels Catholic School,8736.0,K-8,"2270 Evans Rd
Clearwater, FL 33763
(727) 799-6724",Catholic,Florida,2025-02-13T17:25:18.199875
Temple Menorah Jewish Montessori,8750.0,NS,"620 75th Street
Miami Beach, FL 33141
(305) 866-2156",Jewish,Florida,2025-02-13T17:25:18.200380
Faith Lutheran School,8790.0,NS-8,"2727 S Grove Street
Eustis, FL 32726
(352) 589-5683",Lutheran Church Missouri Synod,Florida,2025-02-13T17:25:18.200380
Cardinal Mooney Catholic High School,8870.0,9-12,"4171 Fruitville Road
Sarasota, FL 34232
(941) 371-4917",Catholic,Florida,2025-02-13T17:25:18.200380
St. Joan Of Arc School,8880.0,PK-8,"501 SW 3rd Ave
Boca Raton, FL 33432
(561) 392-7974",Catholic,Florida,2025-02-13T17:25:18.200380
Central Florida Christian Academy,8889.0,NS-12,"700 Good Homes Rd
Orlando, FL 32818
(407) 850-2322",Christian,Florida,2025-02-13T17:25:18.200380
Montessori By The Sea,8910.0,PK-6,"1603 Gulf Way
Saint Petersburg, FL 33706
(727) 360-7621",,Florida,2025-02-13T17:25:18.200380
All Saints Catholic School,8925.0,PK-8,"1759 Indian Creek Parkway
Jupiter, FL 33458
(561) 748-8994",Catholic,Florida,2025-02-13T17:25:18.200380
Alegria Montessori School,9000.0,PK-8,"3200 58th Ave S
Saint Petersburg, FL 33712
(727) 866-1901",,Florida,2025-02-13T17:25:18.200380
Chatmans Early Christian Academy,9000.0,PK-12,"1614 Leonid Rd
Jacksonville, FL 32218
(904) 751-9803",Christian,Florida,2025-02-13T17:25:18.201385
Christ Church Academy,9000.0,NS-3,"667 20th St.
Vero Beach, FL 32960
(772) 562-8670",Anglican,Florida,2025-02-13T17:25:18.201385
Covenant Christian School,9000.0,PK-12,"2350 Frankford Ave
Panama City, FL 32405
(850) 769-9354",Christian,Florida,2025-02-13T17:25:18.201385
First Academy-leesburg,9000.0,K-12,"219 N 13th St
Leesburg, FL 34748
(352) 787-7762",Baptist,Florida,2025-02-13T17:25:18.201385
Good Shepherd Lutheran School,9000.0,K-12,"4770 Orange Grove Blvd
North Fort Myers, FL 33903
(239) 995-7711",Lutheran Church Missouri Synod,Florida,2025-02-13T17:25:18.201888
Hope Ranch Learning Academy,9000.0,K-12,"17933 East Rd
Hudson, FL 34667
(727) 232-0119",Christian,Florida,2025-02-13T17:25:18.201888
KLA Schools,9000.0,NS-PK,"600 SW 1st. Ave
Miami, FL 33130
(305) 377-0391",,Florida,2025-02-13T17:25:18.201888
Lighthouse Christian Academy,9000.0,2-12,"801 NE 34 Court
Fort Lauderdale, FL 33334
(954) 564-8950",Christian,Florida,2025-02-13T17:25:18.201888
,,,,,Florida,2025-02-13T17:25:18.201888
Lighthouse Christian School,9000.0,K-8,"2331 Ne 26th Ave
Pompano Beach, FL 33062
(954) 941-7501",Presbyterian,Florida,2025-02-13T17:25:19.286393
Lion Of Judah,9000.0,K-10,"1056 N PINE HILLS RD
Orlando, FL 32808
(407) 557-8116",Christian,Florida,2025-02-13T17:25:19.286393
Montessori Academy Of Naples,9000.0,PK-5,"2655 Northbrooke Dr
Naples, FL 34119
(239) 597-2255",,Florida,2025-02-13T17:25:19.286393
St. Andrew's Episcopal Academy,9000.0,PK-12,"210 S Indian River Dr
Fort Pierce, FL 34950
(772) 461-7689",Episcopal,Florida,2025-02-13T17:25:19.286393
St. Anthony Catholic School,9100.0,PK-8,"820 NE 3rd Street
Fort Lauderdale, FL 33301
(954) 467-7747",Catholic,Florida,2025-02-13T17:25:19.286393
Trinitas Christian School,9161.0,PK-12,"3301 E Johnson Ave
Pensacola, FL 32514
(850) 484-3515",,Florida,2025-02-13T17:25:19.286393
Trinity Christian Academy,9250.0,PK-12,"7259 S Military Trail
Lake Worth, FL 33463
(561) 967-1900",Assembly of God,Florida,2025-02-13T17:25:19.287896
Wekiva Kids Llc,9250.0,PK-4,"1550 N Wekiwa Springs Road
Apopka, FL 32712
(407) 880-6060",,Florida,2025-02-13T17:25:19.287896
Spanish River Christian School,9291.0,PK-8,"2400 NW 51st Street
Boca Raton, FL 33431
(561) 994-5006",Presbyterian,Florida,2025-02-13T17:25:19.287896
Oasis Christian Academy,9300.0,PK-12,"151 King Road SW
Winter Haven, FL 33880
(863) 293-0930",Christian,Florida,2025-02-13T17:25:19.287896
Parkway Christian Academy,9300.0,PK-12,"4210 Lakeland Highlands Rd
Lakeland, FL 33813
(863) 646-5031",Baptist,Florida,2025-02-13T17:25:19.288401
Hillsdale Christian Academy,9345.0,NS-8,"6201 Ehrlich Rd
Tampa, FL 33625
(813) 884-8250",Baptist,Florida,2025-02-13T17:25:19.288401
Coastal Middle and High School,9360.0,6-12,"730 5th St
West Palm Beach, FL 33403
(561) 875-9206",,Florida,2025-02-13T17:25:19.288401
Hifz Academy,9395.0,K-12,"7326 E Sligh Ave
Tampa, FL 33610
(813) 628-0020",Islamic,Florida,2025-02-13T17:25:19.288401
Garden Montessori School,9500.0,NS-K,"6845 Boyette Rd
Wesley Chapel, FL 33545
(813) 991-6335",,Florida,2025-02-13T17:25:19.288401
Jordan Glen School,9500.0,K-8,"12425 SW 154th St
Archer, FL 32618
(352) 495-2728",,Florida,2025-02-13T17:25:19.288401
St. Patrick School,9500.0,K-8,"3700 Garden Ave
Miami Beach, FL 33140
(305) 299-6248",Catholic,Florida,2025-02-13T17:25:19.288401
Trinity Catholic High School,9500.0,9-12,"2600 SW 42nd Street
Ocala, FL 34471
(352) 622-9025",Catholic,Florida,2025-02-13T17:25:19.288401
Trinity Catholic School,9500.0,PK-8,"706 E Brevard St
Tallahassee, FL 32308
(850) 222-0444",Catholic,Florida,2025-02-13T17:25:19.288401
Paideia Classical Christian School,9520.0,K-12,"7834 N 56th St
Tampa, FL 33617
(813) 988-7700",Christian,Florida,2025-02-13T17:25:19.288401
Summit Christian School,9569.0,PK-8,"9065 Ligon Court
Fort Myers, FL 33908
(239) 482-7007",Presbyterian,Florida,2025-02-13T17:25:19.288401
Our Savior Lutheran School,9570.0,NS-8,"5843 4th Ave S
Saint Petersburg, FL 33707
(727) 344-1026",Lutheran Church Missouri Synod,Florida,2025-02-13T17:25:19.289907
St. Joseph Catholic School,9739.0,PK-8,"5320 Babcock St Ne
Palm Bay, FL 32905
(321) 723-8866",Catholic,Florida,2025-02-13T17:25:19.289907
Gulf Coast Classical Academy,9750.0,K-8,"3166 McMullen Booth Rd
Clearwater, FL 33761
(727) 490-9999",Christian,Florida,2025-02-13T17:25:19.289907
Bethany Christian School,9800.0,PK-8,"615 SE 9th St
Fort Lauderdale, FL 33316
(954) 522-2554",Presbyterian,Florida,2025-02-13T17:25:19.289907
San Jose Episcopal Day School,9822.0,PK-6,"7423 San Jose Blvd
Jacksonville, FL 32217
(904) 733-0352",Episcopal,Florida,2025-02-13T17:25:19.289907
St. Gregory The Great School,9840.0,PK-8,"200 N University Dr
Fort Lauderdale, FL 33324
(954) 473-8169",Catholic,Florida,2025-02-13T17:25:19.289907
St. Lukes Lutheran School,9850.0,PK-8,"2025 W State Road 426
Oviedo, FL 32765
(407) 365-3228",Lutheran Church Missouri Synod,Florida,2025-02-13T17:25:19.289907
The Pioneer School,9875.0,6-8,"2299 Rolling Hills Dr
Saint Augustine, FL 32086
(904) 209-5891",,Florida,2025-02-13T17:25:19.289907
Crestwell Higher Learning,9880.0,PK-8,"1901 Park Meadows Dr
Fort Myers, FL 33907
(239) 481-4478",,Florida,2025-02-13T17:25:19.290910
Glades Christian Academy,9900.0,K-8,"400 Lakeview Drive
Coral Springs, FL 33071
(954) 755-6405",Baptist,Florida,2025-02-13T17:25:19.290910
Holy Cross Lutheran Academy,9900.0,PK-12,"100 Aero Lane
Sanford, FL 32771
(407) 936-3636",Lutheran Church Missouri Synod,Florida,2025-02-13T17:25:19.290910
Our Lady Of Lourdes School,9900.0,PK-8,"420 E Fee Ave
Melbourne, FL 32901
(321) 723-3631",Catholic,Florida,2025-02-13T17:25:19.290910
Village Montessori Day School,9950.0,PK-K,"1414 SW 22 st
Miami, FL 33145
(305) 858-9199",,Florida,2025-02-13T17:25:19.291594
Beacon Hill School,10000.0,PK-8,"7600 Davie Road Ext
Hollywood, FL 33024
(954) 963-2600",,Florida,2025-02-13T17:25:19.291594
Broach School - Southside,10000.0,K-12,"5940 Beach Blvd., Suite 1
Jacksonville, FL 32207
(904) 637-0300",,Florida,2025-02-13T17:25:19.291594
The Broach School Orange Park,10000.0,K-12,"1909 DeBarry Avenue
Orange Park, FL 32073
(904) 298-3500",,Florida,2025-02-13T17:25:19.291594
"CES Academy – Jacksonville, FL",10000.0,K-12,"8045 Hogan Rd.
Jacksonville, FL 32216
(904) 254-6428",Christian,Florida,2025-02-13T17:25:19.292098
"CES Academy – St Petersburg, FL",10000.0,1-12,"5175 45th St
Saint Petersburg, FL 33714
(727) 526-5700",Christian,Florida,2025-02-13T17:25:19.292098
"CES Academy – Tampa, FL",10000.0,K-12,"4903 Ehrlich Road
Tampa, FL 33624
(813) 963-0901",,Florida,2025-02-13T17:25:19.292098
"CES Academy- Lakeland, FL",10000.0,K-12,"615 Old Polk City Rd
Lakeland, FL 33809
(863) 859-0848",Christian,Florida,2025-02-13T17:25:19.292098
"CES Academy- Zephyrhills, FL",10000.0,K-12,"5353 5th St
Zephyrhills, FL 33542
(813) 788-8384",,Florida,2025-02-13T17:25:19.292622
"CES Academy– Bradenton, FL",10000.0,K-12,"2615 26th St W
Bradenton, FL 34205
(941) 751-2525",Christian,Florida,2025-02-13T17:25:19.292622
Delphi Academy Of Florida,10000.0,PK-12,"1831 Drew St
Clearwater, FL 33765
(727) 447-6385",,Florida,2025-02-13T17:25:19.292622
Epiphany Catholic School,10000.0,PK-8,"5557 SW 84th St
Miami, FL 33143
(305) 667-5251",Catholic,Florida,2025-02-13T17:25:19.292622
Miami Shores Presbyterian Church School,10000.0,NS-5,"602 NE 96th Street
Miami, FL 33138
(305) 759-2548",Presbyterian,Florida,2025-02-13T17:25:19.293133
Montessori Children's School Of Key West,10000.0,PK-8,"1221 Varela St
Key West, FL 33040
(305) 294-5302",,Florida,2025-02-13T17:25:19.293133
Northside Christian School,10000.0,PK-12,"7777 62nd Avenue North
Saint Petersburg, FL 33709
(727) 541-7593",Baptist,Florida,2025-02-13T17:25:19.293133
Providence Christian Preparatory School,10000.0,K-12,"3311 N. Powers Drive
Orlando, FL 32818
(407) 223-4563",Christian,Florida,2025-02-13T17:25:19.293133
St. Michael Lutheran School,10000.0,K-8,"3595 Broadway
Fort Myers, FL 33901
(239) 939-1218",Lutheran Church Missouri Synod,Florida,2025-02-13T17:25:19.293133
The Science And Math Institute,10000.0,K-12,"4640 Ricker Road Jacksonville, FL,US 32210
Jacksonville, FL 32210
(904) 573-0883",,Florida,2025-02-13T17:25:19.293133
The Willow School,10000.0,K-8,"950 43rd Ave
Vero Beach, FL 32960
(772) 770-0758",,Florida,2025-02-13T17:25:19.293133
WonderED K12 Academy,10000.0,K-12,"6012 US Highway 19
New Port Richey, FL 34652
(727) 900-5186",,Florida,2025-02-13T17:25:19.293133
Bet Shira Early Childhood Center,10145.0,NS,"7500 Sw 120th St
Miami, FL 33156
(305) 238-2606",Jewish,Florida,2025-02-13T17:25:19.293133
North Florida Christian School,10151.0,NS-12,"3000 N Meridian Road
Tallahassee, FL 32312
(850) 386-6327",Baptist,Florida,2025-02-13T17:25:19.293133
Crossroads Academy,10210.0,3-12,"3681 NE 7th St
Ocala, FL 34470
(352) 694-4466",,Florida,2025-02-13T17:25:19.293133
Naples Christian Academy,10225.0,PK-8,"2655 Northbrooke Drive
Naples, FL 34119
(239) 455-1080",,Florida,2025-02-13T17:25:19.293133
Edison Academics,10300.0,6-12,"7431 Manatee Avenue W
Bradenton, FL 34209
(941) 792-7500",,Florida,2025-02-13T17:25:19.293133
Temple Kol Ami Emanu-el Day School,10350.0,K-5,"8200 Peters Rd
Fort Lauderdale, FL 33324
(954) 358-4200",Jewish,Florida,2025-02-13T17:25:19.294638
Family Of Christ Christian School,10400.0,NS-8,"16190 Bruce B Downs Blvd
Tampa, FL 33647
(813) 558-9343",Lutheran Church Missouri Synod,Florida,2025-02-13T17:25:19.294638
The Cape Academy,10600.0,K-12,"2111 Skyline Blvd.
Cape Coral, FL 33991
(239) 573-8668",,Florida,2025-02-13T17:25:19.294638
Evangelical Christian School,10600.0,NS-12,"8237 Beacon Blvd
Fort Myers, FL 33907
(239) 936-3319",Christian,Florida,2025-02-13T17:25:19.294638
The IDEAL SCHOOL of Leadership,10700.0,PK-8,"400 Royal Commerce Road
West Palm Beach, FL 33411
(561) 791-2881",,Florida,2025-02-13T17:25:19.294638
The Gordon School of Beth David Congregation,10715.0,NS-5,"2625 SW 3rd Ave
Miami, FL 33129
(305) 854-3282",Jewish,Florida,2025-02-13T17:25:19.294638
St. Barnabas Episcopal School,10780.0,PK-8,"322 W. Michigan Avenue
Deland, FL 32720
(386) 734-3005",Episcopal,Florida,2025-02-13T17:25:19.294638
St. Coleman Catholic School,10800.0,PK-8,"2250 SE 12th Street
Pompano Beach, FL 33062
(954) 942-3500",Catholic,Florida,2025-02-13T17:25:19.294638
St. Mark Catholic School,10800.0,PK-8,"5601 S Flamingo Rd
Fort Lauderdale, FL 33330
(954) 434-3887",Catholic,Florida,2025-02-13T17:25:19.295640
Center Montessori School,10825.0,PK-8,"6024 26th Street West
Bradenton, FL 34207
(941) 753-4987",,Florida,2025-02-13T17:25:19.295640
Donahue Academy,10875.0,PK-12,"4955 Seton Way
Immokalee, FL 34142
(239) 842-3241",Catholic,Florida,2025-02-13T17:25:19.295640
Skycrest Christian School,10950.0,PK-8,"129 North Belcher Road
Clearwater, FL 33765
(727) 797-1186",Baptist,Florida,2025-02-13T17:25:19.295640
St. Joseph Catholic School,10975.0,PK-8,"1200 E 10th St
Stuart, FL 34996
(772) 287-6975",Catholic,Florida,2025-02-13T17:25:19.296141
Merritt Island Christian School,10978.0,PK-12,"140 Magnolia Ave
Merritt Island, FL 32952
(321) 453-2710",Baptist,Florida,2025-02-13T17:25:19.296141
Christ The King Catholic School,11000.0,PK-8,"3809 W Morrison Avenue
Tampa, FL 33629
(813) 876-8770",Catholic,Florida,2025-02-13T17:25:19.296141
Hibernian Private School,11000.0,6-12,"1950 Clayton Ct
Fort Myers, FL 33907
(239) 274-9600",,Florida,2025-02-13T17:25:19.296141
Lycee Franco - American International School,11000.0,PK-8,"8900 Stirling Road
Hollywood, FL 33024
(954) 237-0356",,Florida,2025-02-13T17:25:19.296645
Sparrow Academy,11000.0,K-12,"8595 US Highway 98 N #Classrooms
Lakeland, FL 33809
(863) 777-2269",Assembly of God,Florida,2025-02-13T17:25:19.296645
Countryside Christian Academy,11100.0,K-8,"1850 N Mcmullen Booth Rd
Clearwater, FL 33759
(727) 437-0090",Christian,Florida,2025-02-13T17:25:19.296645
St. Mark's Episcopal Academy,11128.0,PK-6,"2 Church Street
Cocoa, FL 32922
(321) 639-5771",Episcopal,Florida,2025-02-13T17:25:19.296645
Real Life Christian Academy,11200.0,PK-12,"1501 Steve's Road
Clermont, FL 34711
(352) 394-5575",Christian,Florida,2025-02-13T17:25:19.297159
Creation Village World School,11250.0,NS-11,"599 Celebration Pl
Kissimmee, FL 34747
(407) 900-7708",Christian,Florida,2025-02-13T17:25:19.297159
Orlando Torah Academy,11250.0,PK-8,"8651 Commodity Circle
Orlando, FL 32819
(407) 270-4936",Jewish,Florida,2025-02-13T17:25:19.297159
Master's Academy Of Vero Beach,11300.0,PK-12,"1115 58th Ave
Vero Beach, FL 32966
(772) 794-4655",Christian,Florida,2025-02-13T17:25:19.297159
Grace Episcopal Day School,11400.0,PK-8,"156 Kingsley Avenue
Orange Park, FL 32073
(904) 269-3718",Episcopal,Florida,2025-02-13T17:25:19.297159
Einstein Academy,11500.0,1-12,"5650 HWY 520
Cocoa, FL 32926
(321) 631-9876",,Florida,2025-02-13T17:25:19.297159
Parkridge Christian Academy,11500.0,PK-9,"5600 Coral Ridge Dr
Pompano Beach, FL 33076
(954) 346-0236",Baptist,Florida,2025-02-13T17:25:19.297159
Wellington Institute Of Learning Developm,11500.0,1-12,"12785 Forest Hill Blvd
Wellington, FL 33414
(561) 444-3590",,Florida,2025-02-13T17:25:19.297159
St. Charles Borromeo Catholic School,11650.0,PK-8,"21505 Augusta Avenue
Port Charlotte, FL 33952
(941) 625-5533",Catholic,Florida,2025-02-13T17:25:19.298163
Conchita Espinosa Academy,11770.0,PK-8,"12975 SW 6th St
Miami, FL 33184
(305) 227-1150",,Florida,2025-02-13T17:25:19.298163
Sweetwater Episcopal Academy,11800.0,PK-8,"251 East Lake Brantley Drive
Longwood, FL 32779
(407) 862-1882",Episcopal,Florida,2025-02-13T17:25:19.298163
Boca Prep International School,12000.0,PK-12,"10333 Diego Drive South
Boca Raton, FL 33428
(561) 852-1410",,Florida,2025-02-13T17:25:19.298163
Coconut Grove Montessori School - Main Campus,12000.0,PK-5,"2850 S.W. 27 Avenue
Miami, FL 33133
(305) 444-4484",,Florida,2025-02-13T17:25:19.298163
Lake Mary Montessori Academy,12000.0,PK-6,"3551 W Lake Mary Blvd Ste 205
Lake Mary, FL 32746
(407) 324-2304",,Florida,2025-02-13T17:25:19.298163
